Index,Image A,Image B,Output
5874,189020,63434,B
5875,155680,33626,A
5876,148039,96455,A
5877,34084,122027,A
5878,10094,153083,A
5879,155902,14136,B
5880,70711,196452,B
5881,135115,208061,A
5882,76803,33532,A
5883,79381,160611,A
5884,184932,53197,A
5885,41514,186930,B
5886,11350,15216,A
5887,141702,157152,A
5888,209780,88774,A
5889,138934,49460,A
5890,3615,44775,B
5891,202272,99559,A
5892,203035,103606,A
5893,80995,113225,A
5894,203644,32099,A
5895,10209,49161,A
5896,119439,145121,A
5897,146743,101044,B
5898,175590,156350,A
5899,132681,21224,A
5900,122614,173725,A
5901,86469,25192,A
5902,91760,181298,A
5903,107673,204279,A
5904,190025,163725,A
5905,96781,167019,A
5906,124033,183903,B
5907,31966,170088,A
5908,151633,92988,A
5909,88391,109999,A
5910,50894,206693,A
5911,206235,65341,B
5912,114340,84882,A
5913,173769,100642,A
5914,118743,12670,A
5915,41729,141559,A
5916,7438,118112,A
5917,112787,59954,A
5918,130085,2116,A
5919,82801,94861,A
5920,74384,203689,A
5921,190558,121052,B
5922,36217,42764,A
5923,80659,25728,B
5924,144618,4502,A
5925,198443,145667,A
5926,3220,52265,A
5927,88246,5028,A
5928,19551,101447,A
5929,63745,102299,A
5930,9959,152778,A
5931,115623,100559,B
5932,137682,127007,A
5933,108013,64594,A
5934,84142,161360,B
5935,160626,42437,B
5936,99397,86690,A
5937,93669,191491,A
5938,144926,47526,A
5939,135529,39913,A
5940,78402,47343,A
5941,23863,13655,B
5942,79532,205958,A
5943,1686,128988,A
5944,86614,52586,A
5945,41160,3841,A
5946,45430,98576,A
5947,165024,174756,A
5948,185874,37604,A
5949,105474,85551,A
5950,150654,66609,A
5951,105506,158793,A
5952,28123,207623,A
5953,83026,203609,B
5954,141078,96782,A
5955,17759,46832,A
5956,173934,195318,B
5957,74158,43870,A
5958,95044,200486,A
5959,90844,190196,A
5960,136476,206929,B
5961,96362,17791,A
5962,138658,183742,A
5963,107170,187720,A
5964,16385,49488,A
5965,149643,194314,B
5966,121029,33955,A
5967,14655,64373,A
5968,110879,166905,A
5969,136010,18047,A
5970,7076,141459,A
5971,20214,144883,A
5972,175811,207006,A
5973,64670,52619,A
5974,48853,188664,A
5975,194297,53386,A
5976,181779,65432,B
5977,78818,104533,B
5978,192945,44718,B
5979,118115,68259,B
5980,129779,150915,B
5981,129259,57539,B
5982,143878,85281,B
5983,34835,206331,A
5984,100836,139256,A
5985,157357,110674,A
5986,57381,168795,A
5987,37304,16645,A
5988,103900,88425,A
5989,68610,106394,A
5990,106693,92787,A
5991,152777,207774,A
5992,200605,18717,A
5993,172375,204749,A
5994,145585,13068,A
5995,148163,191145,A
5996,176812,158697,A
5997,174733,75556,A
5998,140131,28588,A
5999,136281,169248,A
6000,127298,129177,A
6001,172233,131749,B
6002,159832,34670,A
6003,165386,168798,A
6004,84099,203776,A
6005,71524,143416,A
6006,134481,69174,A
6007,155173,171023,A
6008,134876,184310,B
6009,126038,36674,A
6010,143918,98339,B
6011,37875,97233,A
6012,186351,107872,A
6013,179656,139400,A
6014,208991,15722,A
6015,144532,37844,A
6016,77,184033,A
6017,182096,32966,A
6018,95136,130142,A
6019,171010,177485,B
6020,176847,155781,A
6021,131734,187724,B
6022,107677,133209,A
6023,44823,37058,A
6024,68299,99421,A
6025,19787,191135,B
6026,152508,180574,A
6027,103260,133721,A
6028,78007,207776,A
6029,29413,14116,B
6030,5154,86260,A
6031,9673,67098,A
6032,36629,108265,B
6033,179701,94084,A
6034,153182,135976,A
6035,110508,181171,A
6036,133222,198161,A
6037,208603,82926,A
6038,8448,199772,A
6039,207550,34934,A
6040,83882,169704,A
6041,26587,236,A
6042,107319,98390,A
6043,85106,188179,A
6044,87525,17228,A
6045,198128,27259,A
6046,186864,170771,A
6047,124243,76055,A
6048,207079,56816,A
6049,32366,84547,A
6050,129669,15618,A
6051,48335,171715,B
6052,129731,147362,B
6053,181873,191624,A
6054,181111,206814,A
6055,51829,37598,A
6056,60487,120760,A
6057,124577,94465,A
6058,129790,81254,A
6059,8759,127851,A
6060,112733,48411,A
6061,93543,32879,B
6062,73091,162844,A
6063,26127,12166,A
6064,54439,195077,B
6065,46848,20239,A
6066,82495,96192,A
6067,127125,29675,A
6068,59943,204838,B
6069,120675,131531,A
6070,149101,206292,A
6071,140813,161091,A
6072,3897,75386,A
6073,136001,1165,A
6074,199055,51846,A
6075,132989,123839,A
6076,92589,114722,A
6077,47991,104950,A
6078,165680,52989,A
6079,86579,8956,A
6080,57355,25712,A
6081,163098,194567,A
6082,41704,24720,A
6083,142563,72128,A
6084,165526,167894,A
6085,56099,143781,A
6086,162586,207848,A
6087,174677,59448,A
6088,116203,135274,A
6089,5515,121151,A
6090,235,11444,A
6091,49726,36864,A
6092,56043,26765,A
6093,177881,88578,A
6094,84631,96904,A
6095,17675,118638,A
6096,31303,198615,A
6097,30308,173660,A
6098,186788,163831,A
6099,108194,142093,A
6100,141640,115683,B
6101,134003,209359,A
6102,116339,45605,A
6103,23721,39826,A
6104,36555,35255,B
6105,191857,206908,A
6106,69407,28092,A
6107,193905,50707,A
6108,25778,191494,A
6109,78962,98644,A
6110,78069,194122,A
6111,113221,206268,B
6112,197012,140283,A
6113,173487,49841,A
6114,51090,122016,A
6115,39059,167413,A
6116,172668,79531,B
6117,103816,149545,A
6118,70507,161629,A
6119,160852,55004,A
6120,62699,97355,A
6121,189948,162024,B
6122,143077,43913,B
6123,104008,35843,B
6124,13194,136563,B
6125,196681,68757,A
6126,183053,122651,B
6127,118338,144526,A
6128,137025,129677,A
6129,192155,134787,A
6130,104542,26942,A
6131,152363,140448,A
6132,113075,41878,A
6133,25630,54615,A
6134,63669,63520,A
6135,58592,159704,A
6136,49505,84613,A
6137,4061,119767,B
6138,43012,37110,A
6139,169528,123051,A
6140,162559,160955,A
6141,40080,206756,A
6142,147819,118014,A
6143,178176,111730,A
6144,132924,36853,A
6145,166625,58610,A
6146,135273,2868,A
6147,92225,94007,A
6148,49653,146245,A
6149,113341,163468,A
6150,144621,187580,B
6151,104255,37613,A
6152,96052,141740,A
6153,88875,20391,A
6154,135772,189478,A
6155,136937,207021,B
6156,25596,54831,A
6157,102723,87913,B
6158,156777,167326,A
6159,24450,168189,A
6160,181867,184973,A
6161,59507,11237,A
6162,92714,33936,A
6163,101034,39886,A
6164,183233,61382,A
6165,12266,71339,A
6166,25468,172976,A
6167,23237,67247,A
6168,192675,187797,A
6169,209337,90040,A
6170,103723,175526,A
6171,40645,201496,A
6172,166701,69651,A
6173,77051,117494,A
6174,151258,62950,A
6175,12317,43644,A
6176,58909,174098,A
6177,89629,180085,A
6178,129821,41377,A
6179,97483,47725,A
6180,150207,7471,A
6181,56264,93014,A
6182,17951,40219,A
6183,143539,107312,B
6184,66034,191284,B
6185,37881,154634,A
6186,131529,76144,A
6187,181142,58423,A
6188,141062,183360,B
6189,35964,76446,A
6190,20340,168974,B
6191,111682,209846,A
6192,105097,155620,A
6193,71566,89591,A
6194,171386,8374,A
6195,124222,143746,A
6196,153280,180667,A
6197,30232,18005,A
6198,100599,207900,A
6199,44586,59344,B
6200,31930,2132,A
6201,199947,44684,A
6202,177542,125663,A
6203,152913,92937,A
6204,49896,94270,A
6205,35846,204885,B
6206,178942,105367,B
6207,93881,204999,B
6208,109949,42358,A
6209,178280,57840,B
6210,109394,10177,A
6211,7216,43643,A
6212,15757,196160,A
6213,67546,209552,A
6214,129424,181796,A
6215,140846,128749,A
6216,168414,200097,A
6217,12701,87886,A
6218,203594,78071,A
6219,145314,121777,A
6220,183385,53804,A
6221,78830,100627,B
6222,142383,27434,A
6223,101497,187665,A
6224,78656,147168,A
6225,129627,63563,A
6226,111507,75955,A
6227,190281,196309,A
6228,81444,175355,A
6229,143109,133370,A
6230,116942,130443,A
6231,131775,89121,A
6232,85931,6723,B
6233,57933,181574,A
6234,185879,198427,A
6235,32192,186778,A
6236,87929,122259,A
6237,186504,119397,A
6238,17240,176050,A
6239,75659,50859,B
6240,111978,119969,A
6241,25125,172977,A
6242,185963,98095,A
6243,165633,87153,A
6244,68890,28282,A
6245,18239,171006,A
6246,105232,76192,A
6247,110500,107457,A
6248,147597,102559,A
6249,197521,17288,A
6250,87517,7388,A
6251,69417,20778,A
6252,105068,159110,A
6253,8435,26468,A
6254,91888,147141,A
6255,137476,67570,A
6256,52540,1397,A
6257,33422,32792,A
6258,179131,156530,A
6259,161614,14322,A
6260,158373,83265,A
6261,209306,19161,A
6262,51167,118245,A
6263,16649,10757,A
6264,78544,159102,A
6265,50537,37082,A
6266,160474,99037,A
6267,25529,123211,B
6268,84587,113740,A
6269,121010,109181,A
6270,42514,48953,A
6271,66547,90111,A
6272,193705,160365,A
6273,174429,46785,A
6274,208949,117276,A
6275,49582,187637,A
6276,18474,36789,A
6277,158830,173719,A
6278,206437,190295,A
6279,196683,69694,A
6280,116501,191248,B
6281,115665,149616,B
6282,158659,203612,A
6283,166294,194105,A
6284,3682,106752,A
6285,26042,89367,A
6286,128076,106032,B
6287,26985,53545,A
6288,144839,31875,A
6289,207247,72826,B
6290,69650,72258,A
6291,181705,49441,A
6292,148521,119164,B
6293,198041,80415,A
6294,47691,150466,A
6295,121323,97880,A
6296,138248,104077,A
6297,9772,59298,A
6298,189789,149318,A
6299,138763,198870,A
6300,162378,34561,A
6301,186004,150482,A
6302,175478,116618,A
6303,134767,110516,A
6304,57127,37094,A
6305,107302,198960,A
6306,90284,137684,A
6307,12505,67909,A
6308,97683,16735,A
6309,152753,134944,A
6310,85141,87680,A
6311,16522,25634,A
6312,191946,158387,A
6313,156343,80548,A
6314,52839,45966,A
6315,53778,55316,B
6316,162531,149604,A
6317,116944,207835,A
6318,139276,69930,A
6319,167976,85831,A
6320,26192,52687,A
6321,144995,51657,A
6322,149711,116111,A
6323,168316,184518,A
6324,165798,108574,A
6325,197760,18592,A
6326,79919,112032,B
6327,75339,79380,B
6328,33713,160669,A
6329,131750,18065,A
6330,91014,144505,A
6331,196783,209861,A
6332,50971,175044,A
6333,8881,208395,A
6334,153841,196387,A
6335,101231,45120,A
6336,36759,118421,A
6337,74811,90476,A
6338,198452,175151,A
6339,117052,60721,A
6340,92047,129046,A
6341,160480,85671,A
6342,187528,102517,A
6343,77164,106064,A
6344,176398,22399,A
6345,81186,84175,A
6346,147758,186992,A
6347,167102,176806,A
6348,190901,79845,A
6349,148159,37448,A
6350,13267,200195,A
6351,47235,151789,A
6352,93457,152848,A
6353,3194,202626,A
6354,177718,139400,A
6355,209147,3826,A
6356,53179,97121,A
6357,194234,184569,A
6358,103374,196658,A
6359,22931,27073,A
6360,192695,148083,A
6361,95709,159483,A
6362,27805,7075,A
6363,28625,96229,A
6364,95561,80375,A
6365,84280,117689,A
6366,179004,35282,A
6367,100654,126394,A
6368,173104,132908,A
6369,95825,59676,B
6370,67877,26779,A
6371,84279,71891,A
6372,102178,80062,A
6373,16176,16093,A
6374,62777,35288,A
6375,70890,69467,A
6376,31157,21567,A
6377,165871,35959,A
6378,25260,111280,B
6379,126163,53066,A
6380,169102,46153,A
6381,198827,44540,B
6382,104021,105304,A
6383,206349,103918,A
6384,127171,27131,A
6385,117027,123620,B
6386,168491,36107,A
6387,66473,123468,A
6388,6369,78328,B
6389,94959,80813,B
6390,27011,158258,A
6391,123092,80201,A
6392,70680,2119,A
6393,157361,181647,A
6394,127634,183245,A
6395,71821,124019,B
6396,149918,146740,B
6397,164743,106946,A
6398,183419,127449,B
6399,65667,65006,A
6400,205089,59386,A
6401,198442,128246,A
6402,75382,32271,A
6403,122586,4242,A
6404,125594,203150,A
6405,127897,19081,A
6406,122230,141923,A
6407,154840,94814,A
6408,143668,44458,A
6409,126305,76152,A
6410,195008,195452,A
6411,136625,42332,B
6412,116740,125030,A
6413,183863,20328,A
6414,57081,206152,A
6415,124814,35102,A
6416,116093,108610,A
6417,181170,68413,A
6418,89959,155187,A
6419,91789,106457,A
6420,43291,44278,A
6421,76664,127846,A
6422,5208,20490,A
6423,44682,193153,A
6424,146111,191937,A
6425,628,49694,A
6426,208093,190026,A
6427,163406,31627,B
6428,180212,55964,A
6429,28101,20979,A
6430,113689,161099,A
6431,127617,186014,A
6432,195127,145171,A
6433,89863,182918,A
6434,202685,73794,A
6435,161314,99040,A
6436,127823,9393,A
6437,50973,121339,A
6438,35800,150240,A
6439,199051,182257,A
6440,145477,124667,A
6441,157428,99226,A
6442,17339,184035,B
6443,197587,169006,A
6444,130987,123706,A
6445,26953,16865,A
6446,79807,45289,A
6447,63524,105309,A
6448,120208,7151,A
6449,72603,150667,A
6450,81807,115655,A
6451,180709,8602,A
6452,196724,7078,A
6453,93142,138087,A
6454,150195,42696,A
6455,77427,16412,A
6456,131055,24285,A
6457,55436,144047,B
6458,162037,20352,A
6459,104793,124782,A
6460,178851,77207,B
6461,203514,36403,A
6462,93457,187570,B
6463,182363,190695,A
6464,201840,19309,A
6465,1285,47832,A
6466,99236,107033,A
6467,82852,46245,A
6468,13933,8164,A
6469,171074,18340,A
6470,43417,67104,A
6471,143321,133954,A
6472,186022,70410,A
6473,33582,58365,A
6474,100727,4541,A
6475,173152,61805,A
6476,149953,165981,B
6477,182928,162506,A
6478,8324,130805,A
6479,163195,27141,A
6480,179772,117602,A
6481,184655,97821,A
6482,48528,71324,A
6483,55215,164857,A
6484,38857,43890,A
6485,19940,161997,A
6486,23347,135725,A
6487,170973,5007,A
6488,173083,15231,A
6489,30827,27146,A
6490,52759,59885,A
6491,162761,63615,A
6492,125898,201549,A
6493,166054,5273,A
6494,84066,99050,B
6495,107633,53590,A
6496,201822,48891,A
6497,6362,203304,A
6498,168823,17393,A
6499,85912,66783,A
6500,147999,60200,A
6501,174102,149243,A
6502,41313,113975,A
6503,12258,121407,A
6504,22540,171328,A
6505,53098,74542,A
6506,22313,194452,A
6507,83887,173614,B
6508,162026,53435,A
6509,191762,65540,A
6510,83205,24303,A
6511,131456,116521,A
6512,109787,193188,A
6513,167126,54393,B
6514,140438,145016,A
6515,87817,60897,A
6516,72925,17527,B
6517,20316,164583,A
6518,188621,68057,A
6519,81803,69049,A
6520,165476,120098,A
6521,4826,182498,A
6522,15683,119535,A
6523,74620,163100,A
6524,14001,36635,A
6525,204593,176484,A
6526,94405,118094,A
6527,203074,164447,A
6528,30833,177526,A
6529,131387,96749,A
6530,179384,5734,A
6531,35567,103668,A
6532,23232,46325,A
6533,7367,162366,A
6534,198939,156821,A
6535,142520,1639,B
6536,172873,190005,A
6537,69496,82201,A
6538,102160,141201,A
6539,69309,207081,A
6540,102426,77007,A
6541,82266,154836,A
6542,143696,36017,A
6543,7645,81590,A
6544,12901,129061,A
6545,51392,184111,A
6546,139621,130244,A
6547,146221,125170,A
6548,19512,17706,A
6549,62261,119445,A
6550,158953,27344,A
6551,570,3269,A
6552,171103,187770,A
6553,130020,25333,A
6554,25609,86092,A
6555,135246,60046,A
6556,3966,139058,A
6557,186757,15191,A
6558,145381,66340,A
6559,26091,76776,A
6560,186701,32170,A
6561,161100,152306,A
6562,34635,102182,A
6563,128535,11344,A
6564,50725,89276,A
6565,110331,55225,A
6566,198019,65083,A
6567,25825,153749,B
6568,65132,192124,A
6569,155586,131050,A
6570,158649,124231,A
6571,144438,40577,B
6572,86841,31208,A
6573,90541,84519,B
6574,209386,14035,A
6575,130408,106596,A
6576,9869,178348,A
6577,150771,64309,A
6578,138639,110142,B
6579,195891,165769,A
6580,188221,21611,A
6581,148534,13241,A
6582,149713,141841,A
6583,190542,1892,A
6584,67284,140150,A
6585,2470,208199,A
6586,135047,201890,A
6587,19245,21548,A
6588,125651,135510,B
6589,92080,113531,A
6590,89802,64134,B
6591,25629,131482,A
6592,199459,185223,B
6593,106546,86621,A
6594,30021,185451,B
6595,125546,136583,B
6596,205951,139898,A
6597,162656,135395,A
6598,43159,65964,A
6599,177189,84562,A
6600,60784,172364,A
6601,200321,10904,A
6602,103499,39179,A
6603,139476,151720,A
6604,145176,54920,A
6605,12545,133823,A
6606,5931,6827,A
6607,6182,17767,A
6608,840,151873,B
6609,5184,195009,A
6610,24000,12307,A
6611,164454,23749,A
6612,362,112316,A
6613,150806,171465,A
6614,69182,117481,A
6615,182806,176204,A
6616,209484,96220,A
6617,196188,187144,A
6618,179929,92824,A
6619,8315,91315,A
6620,206858,2574,A
6621,190405,10360,A
6622,132568,88086,A
6623,41436,71621,A
6624,182567,109980,A
6625,139640,207292,A
6626,191776,50521,A
6627,18425,180273,B
6628,115815,37824,A
6629,119892,35096,A
6630,14222,85482,A
6631,180489,156128,A
6632,111110,124246,A
6633,154449,196619,A
6634,62848,156432,B
6635,88078,116776,A
6636,143097,14304,A
6637,52456,46521,A
6638,165338,68610,A
6639,50673,48551,A
6640,191807,67274,A
6641,127534,136838,A
6642,135586,180986,A
6643,55308,32586,A
6644,44553,146499,A
6645,53953,44706,A
6646,74548,159208,A
6647,56767,182342,A
6648,45655,96564,A
6649,92372,187534,A
6650,136604,42892,A
6651,132754,155998,A
6652,185088,165755,A
6653,131727,15788,A
6654,196372,113892,A
6655,142081,17355,A
6656,182045,169301,A
6657,87448,92559,A
6658,176855,162339,A
6659,145496,172353,A
6660,176538,4329,A
6661,53490,177267,A
6662,82841,21795,A
6663,155743,35097,A
6664,201173,57172,A
6665,54503,105268,A
6666,172592,197455,A
6667,121932,108167,A
6668,1383,156135,A
6669,84726,189445,B
6670,70043,187388,A
6671,1303,167501,A
6672,199226,92339,A
6673,137019,134151,A
6674,54039,186225,A
6675,46527,143869,A
6676,30037,169694,A
6677,25397,197239,A
6678,140699,156258,A
6679,115847,191462,A
6680,129889,133145,A
6681,154002,75324,B
6682,176499,132606,A
6683,205908,114472,A
6684,155058,28839,A
6685,44707,208331,A
6686,204084,150630,A
6687,101447,65959,A
6688,3501,152332,A
6689,120035,37769,B
6690,105317,60484,A
6691,131538,141716,A
6692,51914,24609,A
6693,168843,191629,B
6694,209815,207925,A
6695,12769,94362,A
6696,8238,148629,A
6697,45558,6678,A
6698,82391,53061,A
6699,182198,129207,A
6700,28389,177699,A
6701,177935,55449,B
6702,205110,199840,A
6703,204635,200230,A
6704,203359,11628,A
6705,202500,86362,A
6706,105466,159951,A
6707,72894,143162,A
6708,198698,135659,A
6709,127543,120792,A
6710,107566,148565,B
6711,56180,44172,A
6712,25392,121061,A
6713,174165,159522,A
6714,70918,19898,A
6715,137005,14424,B
6716,178866,122691,A
6717,54061,190580,A
6718,113484,58655,A
6719,80042,103536,B
6720,168232,179217,A
6721,94050,157563,B
6722,128045,40047,A
6723,136939,159745,A
6724,169295,200928,A
6725,98406,204240,B
6726,82667,8549,B
6727,182586,52341,A
6728,78729,31765,A
6729,187802,110979,A
6730,154943,68974,A
6731,125135,60078,B
6732,99119,119565,A
6733,127737,110601,A
6734,127011,207734,A
6735,74514,60724,A
6736,120326,84106,A
6737,174980,133253,A
6738,188492,87755,A
6739,152666,206839,B
6740,99503,191230,B
6741,186357,125234,A
6742,72910,106350,A
6743,175858,55724,A
6744,209074,152388,A
6745,183046,144515,A
6746,20935,110231,A
6747,154752,53344,A
6748,53008,116721,A
6749,5758,162205,A
6750,155417,12960,A
6751,77474,97577,A
6752,138884,171880,A
6753,148597,172510,A
6754,39311,5504,A
6755,156739,154638,A
6756,64392,59249,A
6757,6543,103517,B
6758,85977,169337,A
6759,72486,67713,A
6760,116382,67454,A
6761,185118,33783,A
6762,38575,125882,A
6763,22873,45341,A
6764,56098,112594,A
6765,61645,182889,B
6766,149500,97625,A
6767,199847,43485,A
6768,197508,24772,A
6769,182118,68341,A
6770,29997,121357,A
6771,158762,18718,A
6772,173447,92920,A
6773,175250,21783,A
6774,200347,59636,A
6775,165746,185092,A
6776,160568,5229,A
6777,119629,133277,A
6778,192326,84731,B
6779,55499,16967,A
6780,3994,128190,B
6781,166855,79989,A
6782,32008,186422,A
6783,27490,185282,A
6784,40502,37978,A
6785,167191,133295,A
6786,34488,100175,A
6787,132553,124326,A
6788,51178,55252,A
6789,75545,135178,A
6790,9,113348,B
6791,112862,9718,A
6792,131238,77292,A
6793,207837,57753,A
6794,198469,108144,A
6795,73644,103832,B
6796,44690,25798,A
6797,186007,208017,B
6798,151822,66890,B
6799,195053,22715,A
6800,77470,43859,A
6801,27163,34466,A
6802,205347,130888,A
6803,44355,129985,A
6804,54546,34771,A
6805,20555,38135,B
6806,131935,17111,A
6807,205582,47132,B
6808,30838,66467,A
6809,27809,128001,A
6810,22310,75046,A
6811,58081,45083,A
6812,163806,139574,A
6813,88805,2490,A
6814,2923,146334,A
6815,179184,43917,A
6816,155016,22159,A
6817,173079,76713,A
6818,165538,126493,A
6819,4404,166620,A
6820,52674,122123,B
6821,22812,77845,A
6822,189740,208946,A
6823,111045,147371,A
6824,43462,203435,A
6825,196682,11624,A
6826,85834,94699,A
6827,205741,83420,A
6828,94525,146094,A
6829,146655,183903,A
6830,128078,156022,A
6831,91321,192447,B
6832,163867,21126,A
6833,184908,111259,A
6834,163690,98454,A
6835,114801,85620,B
6836,35821,50702,B
6837,22775,33289,A
6838,47372,25391,A
6839,120792,34419,A
6840,98617,21990,A
6841,1720,40836,A
6842,187374,54106,A
6843,173300,56363,A
6844,177899,108114,A
6845,144560,92405,A
6846,171837,206204,A
6847,87216,9988,A
6848,194573,27972,A
6849,145901,202732,A
6850,119,34075,A
6851,98109,67112,A
6852,196755,127438,A
6853,40333,32988,A
6854,72641,54067,A
6855,188472,110604,A
6856,49200,38831,A
6857,90153,60092,A
6858,202778,188705,A
6859,162018,194574,B
6860,159857,130993,A
6861,102002,174889,A
6862,119326,39763,A
6863,161293,133374,A
6864,109320,116039,B
6865,132754,146028,A
6866,163681,63878,A
6867,68005,102869,A
6868,200147,65661,A
6869,20342,165720,A
6870,140042,492,A
6871,65452,71247,A
6872,128769,112260,A
6873,8168,46912,A
6874,195625,139738,B
6875,199638,158967,A
6876,38697,94974,A
6877,196054,99477,B
6878,7402,17821,A
6879,133173,138551,A
6880,73578,47285,A
6881,169250,165216,B
6882,92664,113340,A
6883,127000,22895,A
6884,151521,76323,A
6885,78168,71763,B
6886,111280,89590,A
6887,90071,204317,A
6888,9788,37323,A
6889,25426,101722,B
6890,200932,189720,A
6891,62755,121122,A
6892,112087,4572,A
6893,11510,106083,A
6894,195371,192434,A
6895,31899,158829,A
6896,1144,83634,A
6897,39248,156560,A
6898,146834,106646,A
6899,59140,45139,B
6900,1822,31997,A
6901,55021,53477,B
6902,79525,41772,A
6903,81939,113545,A
6904,45455,182512,A
6905,181422,120437,B
6906,151333,127349,B
6907,190283,7697,A
6908,112119,83949,A
6909,55290,33366,A
6910,147905,108813,A
6911,54205,205619,B
6912,99179,93856,A
6913,7179,76215,B
6914,179681,69362,B
6915,146637,70609,A
6916,146212,95246,A
6917,179618,51990,A
6918,110863,156931,A
6919,107074,77867,A
6920,196648,204358,A
6921,36334,27951,A
6922,132013,153244,A
6923,107389,120103,A
6924,102132,132833,A
6925,138842,53962,A
6926,160773,180653,A
6927,167019,35828,B
6928,129181,74569,A
6929,131764,33112,A
6930,131267,71899,B
6931,132240,50846,A
6932,42117,56352,A
6933,98560,196358,A
6934,113188,133395,A
6935,167373,11937,A
6936,36531,56607,A
6937,46494,159488,B
6938,14807,108576,A
6939,47699,10723,A
6940,91235,53061,A
6941,189326,27230,A
6942,145977,90931,B
6943,143278,74637,B
6944,63846,80107,A
6945,58203,146162,A
6946,148353,201746,A
6947,83857,93581,A
6948,134790,81969,B
6949,170211,163844,A
6950,191886,83343,A
6951,95789,158240,A
6952,19673,87194,A
6953,27832,49037,A
6954,169999,41654,A
6955,113060,193765,A
6956,94876,131928,A
6957,8143,69183,A
6958,207813,177061,A
6959,202236,78005,A
6960,155961,190878,A
6961,50137,167540,A
6962,24243,45977,A
6963,156154,189624,A
6964,121088,28723,A
6965,204801,77733,A
6966,160292,89999,A
6967,72397,172902,A
6968,44190,67255,A
6969,92749,133734,A
6970,101583,192551,A
6971,207290,52517,A
6972,93536,154957,B
6973,135762,207278,A
6974,113465,86352,A
6975,26974,96428,A
6976,56409,183916,A
6977,42854,199632,A
6978,85027,165836,A
6979,131784,177396,A
6980,190668,76087,B
6981,150593,196235,A
6982,97097,187496,A
6983,186381,59697,A
6984,191477,153727,A
6985,90726,116959,A
6986,31027,189604,A
6987,31116,202871,A
6988,161207,70416,B
6989,49080,12346,B
6990,77394,179515,A
6991,56143,8976,A
6992,139213,117697,A
6993,175307,151471,A
6994,64767,134815,A
6995,33914,204562,A
6996,140553,45083,A
6997,58579,114590,A
6998,1197,76859,A
6999,165996,205936,A
7000,85946,152835,B
7001,83098,35713,A
7002,62076,182717,B
7003,168803,58420,B
7004,149945,182209,B
7005,149673,26278,A
7006,193272,62988,A
7007,70784,81820,A
7008,2111,158748,B
7009,125697,80237,A
7010,168560,160171,A
7011,192161,31434,A
7012,205901,13839,A
7013,34728,58755,A
7014,14800,3637,A
7015,76003,152147,A
7016,89430,58012,A
7017,195226,129576,A
7018,148253,160720,A
7019,129039,209906,B
7020,88218,33886,A
7021,89711,16945,A
7022,17848,143506,A
7023,159,110300,A
7024,163880,21850,A
7025,100559,107317,A
7026,86986,66656,A
7027,112040,142559,A
7028,86446,64765,A
7029,182485,147161,A
7030,116129,53223,B
7031,192557,55019,A
7032,187936,151357,A
7033,206546,82590,B
7034,168403,162629,A
7035,49386,155033,A
7036,79797,99896,A
7037,55367,57450,B
7038,71981,160853,A
7039,121611,142666,A
7040,29020,112850,A
7041,92269,196424,A
7042,69356,146976,A
7043,55544,127395,A
7044,23946,137562,A
7045,150300,26412,A
7046,162330,117445,B
7047,177869,109564,B
7048,101784,51842,A
7049,187235,90603,A
7050,206350,164430,A
7051,112079,12487,A
7052,150835,143848,B
7053,96820,14391,A
7054,183058,26311,A
7055,48415,1749,B
7056,160123,27524,A
7057,150282,193727,A
7058,208901,205279,A
7059,110378,7009,A
7060,49308,54810,A
7061,126674,28659,A
7062,96495,44334,A
7063,113587,119141,A
7064,199904,116494,A
7065,207881,172018,A
7066,122127,6396,A
7067,39456,178406,A
7068,59733,179510,A
7069,91673,176044,A
7070,189827,187563,A
7071,86142,20796,B
7072,81646,32059,B
7073,20831,91120,A
7074,188562,59236,B
7075,22110,20960,A
7076,147389,39457,B
7077,144948,43112,A
7078,67924,188458,A
7079,174665,178823,A
7080,183490,98923,A
7081,138843,42505,A
7082,159546,102673,A
7083,87950,14791,A
7084,11931,44677,B
7085,197976,81359,A
7086,185480,79337,B
7087,33491,37627,A
7088,140732,44129,B
7089,79330,110654,B
7090,51259,154084,A
7091,84509,130688,A
7092,22401,111295,A
7093,74168,126671,A
7094,88844,208202,A
7095,135694,67772,A
7096,163533,17388,A
7097,186180,45500,A
7098,203556,8261,A
7099,100184,58493,A
7100,28163,163601,A
7101,23913,35054,A
7102,45825,158840,B
7103,103136,142965,A
7104,48861,30341,A
7105,96844,56513,A
7106,64954,96419,A
7107,76267,53541,A
7108,78027,174004,A
7109,155097,167964,A
7110,75782,139399,A
7111,21509,171291,A
7112,187278,16607,B
7113,69747,131558,A
7114,196356,79718,A
7115,21550,103358,A
7116,147140,206843,B
7117,88766,122801,A
7118,34008,143458,A
7119,67075,85922,A
7120,176777,151462,A
7121,192369,35559,A
7122,100887,183782,A
7123,8272,89260,A
7124,202001,171523,A
7125,205967,24830,A
7126,120326,47188,A
7127,27552,193482,A
7128,47580,186762,A
7129,95708,27105,A
7130,73621,92723,A
7131,159691,69602,A
7132,48494,164605,A
7133,137388,127169,A
7134,32430,153400,A
7135,71751,8900,B
7136,11345,30636,A
7137,81512,7955,A
7138,52494,150564,A
7139,107167,122745,A
7140,99651,163892,A
7141,62941,75780,A
7142,46835,157490,A
7143,180060,42115,A
7144,164778,81134,A
7145,174508,73585,A
