Index,Image A,Image B,Output
19291,202544,225608,A
19292,400249,76776,B
19293,346689,429069,A
19294,486317,509918,B
19295,526089,393963,A
19296,351412,107628,B
19297,483718,225873,B
19298,60271,126594,A
19299,353626,17357,A
19300,556496,452491,B
19301,244723,453879,B
19302,306240,158883,B
19303,292561,118193,B
19304,217198,359396,A
19305,240766,485118,B
19306,9938,452248,B
19307,237013,163241,A
19308,465107,535254,B
19309,69416,36976,B
19310,175089,356120,A
19311,228861,474496,B
19312,298810,148606,A
19313,68412,531433,B
19314,296356,547793,A
19315,64709,399094,A
19316,394290,28036,A
19317,556831,399871,A
19318,12866,179352,B
19319,415613,98953,A
19320,196327,391556,B
19321,141534,255333,A
19322,248330,496805,B
19323,104142,525847,A
19324,503669,457666,B
19325,113904,137034,B
19326,329613,251669,A
19327,288869,467622,A
19328,234807,160373,B
19329,144899,180260,A
19330,38627,74260,B
19331,177917,27004,A
19332,314724,110046,B
19333,276594,475287,B
19334,233749,63967,B
19335,32223,502289,A
19336,223576,114284,B
19337,9199,111432,B
19338,295895,108725,B
19339,303257,287194,B
19340,167073,330328,A
19341,479915,65939,B
19342,339733,438209,B
19343,262729,451728,A
19344,452775,160640,B
19345,467354,224031,A
19346,468073,110721,B
19347,33493,316634,B
19348,543285,154331,A
19349,63246,184152,A
19350,10548,104793,B
19351,53165,377257,A
19352,382535,362793,B
19353,477398,120035,A
19354,352067,256295,A
19355,493415,264311,A
19356,378520,46242,A
19357,304229,200958,B
19358,200540,271756,B
19359,359752,154339,A
19360,206514,147644,A
19361,531102,306049,B
19362,509808,312275,B
19363,171346,418838,B
19364,257302,164813,A
19365,177001,450824,A
19366,373051,26622,A
19367,456055,544629,B
19368,543004,109180,B
19369,501568,348928,A
19370,108475,430166,A
19371,104214,230328,A
19372,289602,541969,A
19373,358171,372476,A
19374,51959,369043,A
19375,135617,313612,B
19376,58205,225060,B
19377,416565,135518,B
19378,77157,77594,A
19379,325766,73363,A
19380,333447,552916,A
19381,45683,57901,B
19382,232766,34215,A
19383,315288,506855,B
19384,464579,462835,A
19385,399772,370307,A
19386,541028,328867,B
19387,290705,421855,A
19388,228724,377517,A
19389,39785,144438,B
19390,127246,516603,B
19391,101552,208853,B
19392,181958,529232,B
19393,337075,371396,A
19394,304231,569694,A
19395,170789,542822,A
19396,13171,215371,B
19397,485413,234281,B
19398,122429,216120,B
19399,254990,54728,A
19400,396038,126819,B
19401,111189,507116,A
19402,26720,140476,A
19403,444433,441926,A
19404,367473,454390,A
19405,545375,188636,B
19406,524040,325377,B
19407,424131,541746,B
19408,344583,519386,A
19409,235676,429977,A
19410,460629,280011,A
19411,506021,412753,B
19412,311633,403689,B
19413,211274,151676,A
19414,218687,474887,A
19415,369643,174434,A
19416,171874,52188,A
19417,237290,55785,B
19418,550189,136741,A
19419,378057,557831,B
19420,388365,337787,A
19421,426708,376029,B
19422,549039,44170,B
19423,429258,165647,B
19424,569919,154306,A
19425,284746,410703,B
19426,245419,16844,A
19427,448625,355257,B
19428,187582,193863,A
19429,198974,290094,A
19430,461007,521030,A
19431,132902,167965,A
19432,151231,103470,B
19433,333003,547966,A
19434,80603,531496,A
19435,96539,396029,B
19436,107200,301231,A
19437,381942,538905,A
19438,432452,256736,B
19439,275659,418322,A
19440,89206,231405,A
19441,549232,507928,B
19442,273983,318908,A
19443,2886,178568,B
19444,492948,304939,A
19445,559900,492430,B
19446,344378,505981,A
19447,440105,384701,B
19448,113590,275267,B
19449,539152,442699,B
19450,354159,367241,A
19451,149877,509400,A
19452,363242,322288,B
19453,229736,163485,B
19454,462085,15168,A
19455,316735,130011,B
19456,429020,501050,B
19457,196544,503240,A
19458,110454,467271,B
19459,337088,130284,A
19460,220307,314237,B
19461,551643,567990,B
19462,477846,114572,A
19463,329632,13195,B
19464,364972,32454,A
19465,54763,412858,B
19466,204604,375632,B
19467,199813,539278,B
19468,438826,475909,B
19469,296144,65565,A
19470,38387,98595,A
19471,266448,235495,B
19472,351036,184824,A
19473,443697,319883,B
19474,6379,212421,B
19475,122517,59190,B
19476,159586,284240,B
19477,306096,262954,A
19478,54866,132604,A
19479,227444,254591,A
19480,116466,233086,B
19481,48311,293007,A
19482,91670,385931,A
19483,515643,535617,B
19484,209970,390140,A
19485,193369,124459,B
19486,412146,121074,B
19487,483089,36983,B
19488,525992,78871,B
19489,41922,165885,B
19490,19253,427236,B
19491,108316,108589,A
19492,25704,444884,B
19493,539780,549182,B
19494,309944,278111,A
19495,310335,297061,B
19496,401339,465583,B
19497,523485,340527,A
19498,384176,213804,B
19499,402260,416988,B
19500,567564,353606,B
19501,295558,425356,B
19502,365978,263290,A
19503,64278,218998,B
19504,293935,179293,B
19505,253948,336319,B
19506,331342,444007,B
19507,197369,458447,B
19508,22357,547981,B
19509,522764,177328,B
19510,518913,204584,A
19511,47204,434854,A
19512,95309,422780,B
19513,250117,166682,B
19514,94917,283312,B
19515,270474,567336,A
19516,307097,542017,A
19517,402502,413692,A
19518,158062,261190,A
19519,516774,169895,A
19520,480273,350511,A
19521,294844,411242,A
19522,260950,128989,A
19523,87597,548968,A
19524,549278,95327,B
19525,22548,33185,B
19526,283117,423329,A
19527,189392,325604,A
19528,110329,492875,A
19529,47043,182405,A
19530,258596,101687,B
19531,129506,498736,A
19532,347466,249796,B
19533,200850,281236,A
19534,507281,436042,B
19535,334367,160148,B
19536,38872,156933,B
19537,535732,513008,A
19538,554179,449881,B
19539,296643,194063,A
19540,443434,328532,A
19541,299096,532793,B
19542,267039,85201,A
19543,30402,336748,A
19544,220511,386366,A
19545,68974,185839,B
19546,213996,84487,B
19547,129671,54427,B
19548,386168,374607,B
19549,36706,433490,B
19550,196922,186412,B
19551,148001,155740,B
19552,240268,246434,A
19553,256101,50261,B
19554,459955,118466,B
19555,2770,373929,B
19556,243716,337095,B
19557,425262,138377,B
19558,521739,114318,B
19559,328039,129194,A
19560,252190,137676,B
19561,521935,539825,B
19562,55215,185297,B
19563,448774,6741,A
19564,461523,174710,A
19565,163009,215521,A
19566,427690,305526,A
19567,33989,477127,A
19568,210785,79225,A
19569,68233,41053,B
19570,30121,566113,A
19571,543774,206155,B
19572,176028,479941,B
19573,457565,183431,B
19574,69049,335425,A
19575,541646,202560,B
19576,96360,25129,A
19577,40386,523443,B
19578,428325,259988,A
19579,376427,294211,B
19580,52900,87411,B
19581,482177,66634,B
19582,217676,74734,B
19583,342942,412301,B
19584,6937,198121,B
19585,92377,271524,A
19586,227842,140423,A
19587,372472,565099,B
19588,202295,258404,B
19589,371316,458102,A
19590,544672,512074,A
19591,496855,247130,A
19592,18951,54758,B
19593,248828,358141,B
19594,23659,10445,A
19595,80219,55607,A
19596,203929,440469,B
19597,270798,64337,A
19598,137684,237054,A
19599,29612,122001,B
19600,60788,172298,A
19601,267607,205851,A
19602,259354,454598,A
19603,315571,220371,A
19604,506296,164622,A
19605,234474,247951,A
19606,519470,191972,A
19607,174311,457303,A
19608,327009,250716,B
19609,334205,215836,B
19610,316337,161799,B
19611,215551,18117,A
19612,26064,233595,B
19613,291827,343317,A
19614,496686,106247,A
19615,507338,59559,A
19616,469405,174006,A
19617,536049,463226,B
19618,417189,545258,B
19619,124812,538073,B
19620,363057,65203,B
19621,149460,492356,B
19622,407178,234046,B
19623,415419,435082,A
19624,120018,34077,B
19625,30043,363709,B
19626,379031,474716,A
19627,350720,112716,A
19628,556124,472016,A
19629,126911,297518,A
19630,216015,356583,A
19631,212658,119571,A
19632,271746,341123,A
19633,19366,213589,B
19634,436723,79967,A
19635,499560,398548,A
19636,136935,125440,A
19637,257423,406523,A
19638,63231,227304,A
19639,371713,341891,B
19640,401558,559449,B
19641,320816,470382,B
19642,185184,565682,A
19643,88276,45928,B
19644,255997,171204,B
19645,211914,547481,B
19646,411534,390365,A
19647,256222,31242,A
19648,545236,157758,A
19649,403427,284892,A
19650,544268,481982,A
19651,339466,190720,A
19652,185348,227662,A
19653,450687,376635,B
19654,66079,498537,B
19655,337444,381415,B
19656,71532,128449,A
19657,162631,102773,A
19658,500747,423478,B
19659,78269,258943,A
19660,339657,4009,A
19661,146049,230022,A
19662,222231,379084,B
19663,174936,232980,A
19664,215056,90227,B
19665,171748,370216,A
19666,162142,152462,A
19667,451493,405437,A
19668,270902,435154,B
19669,509414,46065,B
19670,179963,165543,A
19671,342579,311892,B
19672,559627,415969,A
19673,439646,126141,A
19674,95274,552360,A
19675,440610,44605,B
19676,74259,102113,A
19677,220876,111669,A
19678,104382,184884,A
19679,468967,138858,B
19680,211402,446116,A
19681,478483,115653,B
19682,476277,185486,A
19683,383797,173448,A
19684,118320,197143,B
19685,464193,244500,A
19686,473681,356097,A
19687,455585,200631,B
19688,418602,563568,A
19689,360113,25505,A
19690,16478,197053,B
19691,308954,271150,A
19692,98594,462384,B
19693,472212,67883,A
19694,146284,237604,B
19695,95531,148864,A
19696,384458,152385,A
19697,74171,49089,A
19698,553994,96696,A
19699,372997,21919,A
19700,410000,362687,B
19701,283943,245323,B
19702,307264,404160,A
19703,564531,150469,B
19704,510174,370727,A
19705,553093,352865,B
19706,136991,424692,B
19707,19987,186883,B
19708,92219,244701,A
19709,463775,74094,B
19710,563938,40943,A
19711,528877,507950,B
19712,391410,326186,A
19713,202272,569631,B
19714,104060,100543,B
19715,290967,143140,B
19716,403822,73646,B
19717,504508,164959,A
19718,541914,11891,A
19719,121750,356703,A
19720,460849,374577,A
19721,497090,258048,A
19722,443698,481160,B
19723,306450,528505,B
19724,309734,126763,A
19725,479145,117783,A
19726,141417,247627,A
19727,424886,482025,A
19728,15189,288282,B
19729,55302,114308,B
19730,445028,109057,B
19731,406708,106898,B
19732,139168,108130,A
19733,171806,317276,B
19734,122201,455352,A
19735,567728,286941,B
19736,413847,537767,A
19737,369960,334107,A
19738,44627,153671,A
19739,528487,87985,B
19740,534166,260979,B
19741,134849,503336,A
19742,102426,414720,A
19743,208017,378734,A
19744,319380,247312,A
19745,453115,109197,B
19746,268216,129643,A
19747,121365,16230,A
19748,260681,342286,B
19749,308421,345576,B
19750,59934,421864,A
19751,452858,27805,A
19752,493059,87830,B
19753,231079,284535,B
19754,313349,78884,B
19755,163921,89070,B
19756,394262,545122,B
19757,399852,63921,B
19758,53537,19549,A
19759,194063,552022,B
19760,234862,557496,B
19761,237560,165356,B
19762,424081,85374,A
19763,333708,195303,B
19764,486900,308694,B
19765,390108,465818,B
19766,9996,377191,B
19767,360492,61987,A
19768,137122,321876,A
19769,145619,49715,A
19770,411552,39033,A
19771,319898,451203,B
19772,247566,413524,A
19773,423105,278039,A
19774,421019,444368,A
19775,108204,29996,A
19776,529491,280920,A
19777,486173,527271,B
19778,14134,70704,B
19779,394494,274495,A
19780,117408,365730,A
19781,506847,271431,B
19782,228316,308179,A
19783,161127,40145,A
19784,244573,13099,B
19785,87527,409878,A
19786,383330,103660,A
19787,187104,277903,A
19788,56624,9470,A
19789,58619,70405,A
19790,176114,280141,A
19791,106539,185946,A
19792,136621,344073,A
19793,29020,527356,B
19794,467493,140129,B
19795,383541,83643,B
19796,402993,302328,B
19797,476063,500725,B
19798,139820,13450,A
19799,239127,343896,A
19800,369053,51250,B
19801,316938,59274,B
19802,135130,334737,B
19803,485671,394063,B
19804,215209,498915,A
19805,559931,51124,A
19806,404033,468971,A
19807,320133,220953,B
19808,331493,122214,B
19809,358892,519323,A
19810,347124,57452,B
19811,418059,490459,A
19812,7507,44783,B
19813,321816,129158,A
19814,560711,150641,A
19815,325514,225556,B
19816,88801,317861,B
19817,383972,139859,A
19818,262487,302866,B
19819,270154,116328,B
19820,140736,120185,A
19821,384485,191018,B
19822,330091,9311,A
19823,351044,341,A
19824,499157,320380,A
19825,405885,531550,B
19826,470102,492595,B
19827,348163,283600,A
19828,424046,414532,B
19829,560850,523878,A
19830,198115,376360,A
19831,411052,415903,B
19832,322259,1462,A
19833,152706,518679,A
19834,508470,138651,A
19835,231019,339996,B
19836,279250,6785,A
19837,238044,151938,A
19838,562987,469664,B
19839,486840,105664,B
19840,249958,348113,A
19841,60234,445224,B
19842,473850,225600,B
19843,219860,213279,A
19844,147707,498028,B
19845,312512,336616,B
19846,266216,349604,A
19847,563114,451273,B
19848,350465,138384,B
19849,244861,243267,A
19850,97752,543889,B
19851,226234,249778,A
19852,526021,511570,A
19853,368351,486393,A
19854,335482,36603,A
19855,276804,352480,A
19856,365212,346256,A
19857,176902,65779,B
19858,39593,145875,A
19859,301611,149180,B
19860,482922,430819,B
19861,36287,563878,B
19862,155175,534574,A
19863,203,356292,B
19864,122894,161503,A
19865,448740,4074,B
19866,37765,329954,B
19867,202181,917,A
19868,153463,489123,A
19869,511589,428058,A
19870,340000,248028,A
19871,559253,505541,A
19872,472243,283656,B
19873,383663,392409,B
19874,224233,463772,A
19875,192143,333010,A
19876,8178,355751,B
19877,25242,219778,B
19878,413533,317463,A
19879,70313,369269,A
19880,254299,308959,A
19881,436577,336338,B
19882,160332,90231,B
19883,112967,86647,B
19884,95723,487725,A
19885,361003,409898,A
19886,78464,481985,A
19887,437919,92317,A
19888,360359,394045,B
19889,177928,317768,A
19890,386372,232537,A
19891,134587,40077,B
19892,524901,88000,B
19893,113540,227618,A
19894,252381,121386,A
19895,114490,77602,A
19896,209358,295578,A
19897,546383,24983,A
19898,335359,289841,A
19899,78737,248442,B
19900,266035,66813,B
19901,27170,17302,A
19902,548877,214024,B
19903,87505,102810,B
19904,358987,146022,B
19905,194819,119737,B
19906,49320,404623,B
19907,95548,227247,B
19908,104108,451200,A
19909,75581,51528,A
19910,312857,20841,A
19911,245172,374832,B
19912,457817,34167,B
19913,535260,291869,A
19914,289499,154767,A
19915,460575,410175,A
19916,466159,468241,B
19917,9860,25704,A
19918,337466,247549,A
19919,177088,274182,B
19920,506446,78835,A
19921,252591,191251,B
19922,294578,498323,A
19923,280918,133385,A
19924,140717,99406,A
19925,108850,95532,A
19926,451428,543574,A
19927,57262,314963,A
19928,531835,220450,A
19929,491330,187910,A
19930,440455,135329,B
19931,525255,390810,A
19932,452157,5598,A
19933,185498,121657,B
19934,283888,168490,B
19935,363590,25510,A
19936,191967,279635,B
19937,507429,147071,A
19938,66053,265792,B
19939,524078,232067,B
19940,543283,454667,B
19941,271870,184865,A
19942,369013,54183,A
19943,122914,287815,B
19944,97719,230614,B
19945,147787,439024,B
19946,142407,535582,A
19947,66142,405067,A
19948,250501,233759,A
19949,272153,169738,B
19950,280577,251329,B
19951,451371,297946,A
19952,486318,73093,B
19953,153882,367752,A
19954,222074,78974,B
19955,27122,249431,B
19956,122255,304131,A
19957,140470,444028,B
19958,230859,196443,B
19959,221395,561951,A
19960,82440,278636,A
19961,268130,12950,A
19962,405355,409897,B
19963,441977,171502,B
19964,255532,201971,B
19965,501449,157058,A
19966,395016,502110,A
19967,323716,88069,B
19968,256808,200057,B
19969,96762,394671,B
19970,523403,176518,A
19971,289316,190406,B
19972,139314,543548,B
19973,474447,309467,A
19974,457238,473271,A
19975,364792,439368,A
19976,508077,339245,A
19977,240494,451033,B
19978,281999,437353,B
19979,218004,158269,B
19980,331808,213641,B
19981,403672,534630,A
19982,80667,137038,B
19983,346727,186279,B
19984,6163,111600,B
19985,458407,338108,A
19986,181978,393759,B
19987,428319,296759,A
19988,181830,19535,A
19989,271865,125270,B
19990,528159,480461,B
19991,482719,232855,B
19992,435665,400260,A
19993,431778,220221,B
19994,246947,327448,B
19995,154536,543381,A
19996,119097,549600,A
19997,489811,63551,A
19998,378624,11378,B
19999,156893,550436,A
20000,461075,189705,A
20001,202886,306259,B
20002,255111,274212,A
20003,6116,255196,B
20004,336881,490003,B
20005,227785,69853,B
20006,120384,438834,A
20007,462516,517846,A
20008,411046,319121,B
20009,45436,185574,A
20010,434234,54289,B
20011,204518,170779,B
20012,504091,18569,A
20013,60749,477517,B
20014,42683,558049,B
20015,37671,342980,A
20016,236426,226090,A
20017,211148,73568,B
20018,244114,188314,A
20019,301537,405439,B
20020,299855,495915,A
20021,167562,384492,B
20022,221414,302091,A
20023,356239,532241,A
20024,418739,45798,B
20025,396135,530731,B
20026,367417,176196,B
20027,316862,523404,A
20028,536434,290149,A
20029,477828,430753,B
20030,217168,350982,A
20031,395866,297515,A
20032,54971,29086,A
20033,241353,568455,A
20034,526543,361489,B
20035,307388,179009,B
20036,240017,346876,A
20037,460089,309496,B
20038,357213,134751,B
20039,434711,554140,A
20040,91993,238940,B
20041,309533,367177,A
20042,14555,331551,B
20043,265405,427175,A
20044,334657,538138,A
20045,1299,401364,B
20046,79010,198195,A
20047,17432,102629,B
20048,231118,202718,B
20049,223227,375979,A
20050,480755,66666,A
20051,4026,387085,B
20052,151332,491947,B
20053,324634,304537,A
20054,14098,527291,B
20055,262445,131206,B
20056,40495,451426,A
20057,38209,259300,B
20058,562880,175100,A
20059,259853,379558,B
20060,206938,391926,A
20061,413064,241219,B
20062,191421,524736,B
20063,428442,66730,A
20064,144943,71440,A
20065,183452,221524,A
20066,117398,196640,A
20067,29902,388605,B
20068,86132,403458,A
20069,361666,286846,B
20070,410712,32327,B
20071,1765,55581,B
20072,490749,129165,A
20073,129424,43154,A
20074,264000,385815,A
20075,44993,94774,A
20076,163404,465194,A
20077,99605,94426,B
20078,362089,128934,A
20079,422390,362951,A
20080,9257,117108,B
20081,532693,401573,A
20082,334978,168941,B
20083,168583,348066,B
20084,482443,115390,A
20085,71618,265339,A
20086,238993,45534,B
20087,189539,207333,B
20088,48065,93263,B
20089,224374,386903,A
20090,308132,421191,B
20091,13992,59332,B
20092,456664,510306,A
20093,241804,314719,B
20094,268991,128882,B
20095,449794,23369,A
20096,37862,536771,B
20097,264049,478230,A
20098,264627,64650,B
20099,484863,305703,A
20100,240738,339030,A
20101,523355,233954,B
20102,503446,456964,A
20103,25716,80473,B
20104,552472,318474,A
20105,186118,36127,A
20106,231520,108743,A
20107,64202,370781,B
20108,300774,351495,B
20109,236623,532362,A
20110,370749,368846,A
20111,279234,73190,B
20112,168859,477884,A
20113,182810,281673,A
20114,211699,75134,A
20115,281448,484391,B
20116,566717,288615,A
20117,112639,489196,A
20118,391166,70820,A
20119,556964,258605,B
20120,204225,152476,A
20121,22847,205440,B
20122,406597,284298,B
20123,519528,301273,B
20124,309224,350888,B
20125,322818,442424,A
20126,486331,12106,A
20127,37249,398576,A
20128,107203,527803,B
20129,300866,182230,B
20130,329226,351192,A
20131,145990,339646,B
20132,544468,22081,A
20133,241935,130256,A
20134,469977,244,A
20135,396725,452120,A
20136,280312,243397,A
20137,406316,516827,A
20138,163748,168385,B
20139,470852,91367,A
20140,245831,384774,A
20141,83621,35984,A
20142,521027,242752,A
20143,264204,215663,A
20144,52528,172977,A
20145,172060,459007,A
20146,269358,379863,A
20147,40193,566911,A
20148,115180,26359,A
20149,61293,409696,B
20150,83984,561129,A
20151,377590,183348,B
20152,463352,336296,B
20153,79044,189869,B
20154,529430,72289,B
20155,324075,217199,A
20156,394029,106780,A
20157,289647,340051,A
20158,312836,441959,B
20159,277640,235547,A
20160,422159,99136,A
20161,409808,418739,B
20162,487125,65585,A
20163,566478,103562,A
20164,275401,365126,B
20165,315932,173036,B
20166,358183,6598,A
20167,395165,544706,B
20168,102763,102382,B
20169,209292,346918,A
20170,191370,6114,A
20171,198855,263109,A
20172,485623,98886,B
20173,72026,294509,B
20174,531897,461198,A
20175,549089,493849,A
20176,467173,544179,B
20177,33150,316990,B
20178,221666,318485,B
20179,127277,453625,B
20180,210055,128506,A
20181,513125,452594,A
20182,171058,272721,B
20183,116412,492734,B
20184,399774,31844,A
20185,417305,568154,B
20186,179453,156377,B
20187,387997,146273,B
20188,531538,440642,A
20189,243720,163805,A
20190,440225,514892,B
20191,327883,476436,B
20192,145923,407210,B
20193,376152,252825,A
20194,351596,338704,B
20195,321656,558642,A
20196,327021,171417,B
20197,190572,155034,A
20198,196479,317052,A
20199,29815,227681,A
20200,412801,353759,A
20201,8071,398012,A
20202,404502,262590,A
20203,108919,290734,A
20204,105339,150666,A
20205,290909,221412,A
20206,26449,50281,B
20207,533569,191092,B
20208,245282,465881,B
20209,63951,439045,B
20210,214897,431030,A
20211,455293,66226,B
20212,225373,418166,B
20213,520028,301070,B
20214,170125,49126,A
20215,243955,340882,B
20216,243503,170870,B
20217,48016,285336,A
20218,508395,51826,B
20219,428659,294754,A
20220,345518,361501,A
20221,426298,154115,B
20222,42464,371646,A
20223,178306,144166,A
20224,239197,304653,B
20225,19842,558353,B
20226,187878,492772,B
20227,11077,543831,B
20228,8393,279646,B
20229,185883,324721,A
20230,486385,186534,A
20231,73238,226037,B
20232,210120,175190,A
20233,21682,337904,B
20234,73402,359377,A
20235,550656,547002,B
20236,523281,552647,A
20237,53188,355803,A
20238,14618,163324,B
20239,32090,471516,A
20240,512909,473465,A
20241,83714,1961,A
20242,565188,355371,A
20243,381596,30515,A
20244,535104,51223,A
20245,341841,235815,A
20246,230461,109327,A
20247,251548,448358,A
20248,281276,436614,B
20249,187535,515175,A
20250,555825,546360,A
20251,111425,416852,A
20252,510337,4257,A
20253,185709,183642,A
20254,342800,255918,B
20255,514246,461161,B
20256,118047,534906,A
20257,174736,207083,A
20258,173520,344145,A
20259,179563,15520,A
20260,86672,243718,A
20261,532102,291923,A
20262,111306,561569,A
20263,14294,331227,B
20264,292692,353318,A
20265,461511,26919,A
20266,245287,112073,A
20267,567922,442,A
20268,363393,489359,A
20269,369131,305898,B
20270,554079,400543,A
20271,56871,281696,A
20272,19351,470459,B
20273,33349,418038,A
20274,464736,518643,B
20275,425060,324817,A
20276,19409,106654,B
20277,247326,247161,B
20278,113111,107182,A
20279,180335,117073,A
20280,17235,461094,B
20281,489665,379850,A
20282,538697,251327,A
20283,151956,262614,B
20284,402316,562755,A
20285,366081,267554,A
20286,423642,719,A
20287,504739,407808,B
20288,498306,516883,A
20289,268720,362745,B
20290,565712,36887,B
20291,520703,133156,A
20292,449465,47004,B
20293,233645,73878,A
20294,511489,70448,B
20295,446777,23442,A
20296,176766,506496,A
20297,189104,498496,B
20298,171496,428884,A
20299,201486,271413,B
20300,185892,276572,A
20301,61268,267358,A
20302,353858,129820,B
20303,283959,89663,B
20304,387987,186943,B
20305,569070,219816,A
20306,368793,2130,A
20307,247104,178674,A
20308,369055,79847,A
20309,299806,321366,A
20310,141270,212285,B
20311,177713,87994,B
20312,549747,77001,B
20313,287069,362787,A
20314,133573,538634,A
20315,310957,472563,A
20316,109372,52394,B
20317,329795,11437,A
20318,130558,84964,A
20319,432,208173,B
20320,93689,475006,B
20321,476803,245267,A
20322,220138,403753,A
20323,207065,287522,B
20324,330408,397145,B
20325,183622,264015,B
20326,360452,413062,B
20327,200235,281584,A
20328,267113,167363,B
20329,293581,64451,B
20330,293871,97559,B
20331,520018,196852,A
20332,308955,371823,B
20333,184762,482485,B
20334,208781,46264,A
20335,119031,133717,A
20336,534766,230848,A
20337,386089,183538,B
20338,147688,239514,B
20339,318077,395423,A
20340,329894,541506,A
20341,364732,440446,B
20342,506757,489281,A
20343,217201,460471,A
20344,564086,419980,B
20345,328628,187063,B
20346,289999,371863,B
20347,66215,345202,A
20348,180826,182239,B
20349,103498,157777,A
20350,114260,451626,A
20351,260726,291700,B
20352,355817,86302,B
20353,89215,180046,A
20354,322694,344391,A
20355,495905,197580,A
20356,11087,214519,B
20357,246221,199610,B
20358,462492,398909,A
20359,161615,24827,A
20360,343819,328016,B
20361,431203,143388,A
20362,23470,505740,B
20363,191627,477464,B
20364,389355,514940,A
20365,356993,438003,B
20366,448559,154705,B
20367,78885,264178,A
20368,501253,85789,B
20369,75152,9138,A
20370,118880,384769,B
20371,25587,120587,B
20372,522295,480878,A
20373,305741,313095,B
20374,228588,112361,A
20375,477066,360946,A
20376,16764,84900,B
20377,441615,77299,A
20378,564257,73324,A
20379,540074,303150,A
20380,548433,240689,A
20381,340967,500222,B
20382,66530,59820,B
20383,155951,145133,B
20384,261513,404376,B
20385,551947,144466,B
20386,374185,419627,B
20387,116990,329352,A
20388,363712,485293,B
20389,318420,291948,A
20390,77265,44687,B
20391,318327,328301,A
20392,381591,384555,A
20393,484232,244616,B
20394,322414,84710,A
20395,232146,30651,A
20396,295577,121633,B
20397,359337,82661,B
20398,409872,408834,A
20399,127830,78213,B
20400,228840,228639,B
20401,516256,367835,A
20402,413753,105663,A
20403,528513,387513,B
20404,558465,142152,A
20405,382558,306820,A
20406,177052,142493,B
20407,34694,201980,B
20408,393720,154045,B
20409,100407,536250,A
20410,100325,222031,B
20411,40880,202586,B
20412,261182,1165,A
20413,67276,4158,B
20414,445020,76162,A
20415,454829,358239,A
20416,93965,143879,A
20417,227593,337947,A
20418,349294,400752,A
20419,492811,119757,B
20420,524824,233444,A
20421,420699,286779,B
20422,398550,476872,B
20423,491912,51929,B
20424,405570,403338,A
20425,320454,10390,A
20426,7976,35641,B
20427,135302,185900,A
20428,70684,134640,B
20429,179418,20750,A
20430,78048,344677,B
20431,315115,427974,A
20432,99165,145863,A
20433,226405,421978,B
20434,397086,343039,A
20435,91895,104328,B
20436,445470,540716,A
20437,71175,494408,A
20438,502473,400630,B
20439,115282,262889,B
20440,538893,115097,A
20441,484419,326564,B
20442,39264,111471,A
20443,156563,480952,A
20444,52671,59745,B
20445,111194,518553,B
20446,336887,521979,B
20447,147247,471108,A
20448,521361,62169,B
20449,373274,160146,A
20450,372954,206220,B
20451,105516,54026,A
20452,217897,147339,B
20453,361999,460734,A
20454,43891,536366,B
20455,1084,61932,A
20456,74602,82887,A
20457,488406,334536,A
20458,184517,384705,A
20459,539215,395142,A
20460,73585,279252,A
20461,539367,122789,B
20462,431877,77386,A
20463,77942,75936,B
20464,377707,157660,B
20465,320083,124968,A
20466,96584,516067,B
20467,36405,283646,A
20468,277550,110475,A
20469,447181,286640,B
20470,492795,329202,B
20471,168692,385190,B
20472,530937,13924,A
20473,51368,308900,A
20474,344644,316067,B
20475,204678,487248,B
20476,357342,21499,A
20477,565914,147905,B
20478,207772,546112,A
20479,184654,333192,A
20480,147261,27843,A
20481,92775,522111,A
20482,515281,300952,A
20483,501416,66150,A
20484,145831,88017,B
20485,13434,47498,B
20486,396428,342379,A
20487,151255,317231,B
20488,19527,460797,A
20489,364137,415112,B
20490,242459,513990,A
20491,356916,226933,B
20492,433776,174531,A
20493,243956,469210,B
20494,484408,92866,B
20495,500541,545556,A
20496,567827,121055,B
20497,162285,27654,A
20498,133481,524804,A
20499,186151,57365,B
20500,99404,230242,B
20501,325527,133456,B
20502,236628,20729,A
20503,197673,27397,A
20504,81556,108573,A
20505,541003,329553,A
20506,6927,7409,B
20507,174380,556280,A
20508,201022,158963,B
20509,544757,124374,A
20510,125283,243358,A
20511,551535,376982,A
20512,508281,519849,B
20513,106819,323842,B
20514,68323,306833,A
20515,275477,563213,B
20516,362867,518794,A
20517,18164,366759,B
20518,247308,454829,B
20519,333470,405183,A
20520,247300,357428,A
20521,25261,511637,B
20522,215935,337483,B
20523,87353,70192,A
20524,91329,65015,B
20525,150616,271319,B
20526,55012,312952,A
20527,335593,225816,B
20528,190587,228363,A
20529,33952,116457,A
20530,312580,465765,A
20531,98643,350208,B
20532,407586,434604,B
20533,224232,55932,A
20534,8273,178196,B
20535,448819,346798,A
20536,79386,355205,B
20537,160102,164610,B
20538,395305,74574,A
20539,7160,355995,B
20540,407957,66248,B
20541,545478,158993,B
20542,522918,311481,A
20543,365678,282597,B
20544,97308,198624,B
20545,553368,425430,B
20546,542887,545763,A
20547,132705,537562,B
20548,360811,170620,B
20549,26818,171367,B
20550,301934,138151,B
20551,267051,401358,B
20552,413392,328646,B
20553,299423,141431,B
20554,94202,516148,A
20555,267867,550466,A
20556,250167,400975,A
20557,68855,219681,A
20558,216050,364870,B
20559,217743,331800,A
20560,359883,53820,B
20561,128337,340152,B
20562,74696,382194,A
